Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L51194,L,302.1,311.0,1740,30.8,182
L51195,L,302.1,310.9,1477,41.4,184
L51196,L,302.1,310.9,1658,30.3,186
L51197,L,302.0,310.8,1902,23.4,188
M18878,M,,310.8,1783,23.1,190
M18879,M,302.0,310.9,1558,45.3,193
L51200,L,302.1,France,1351,49.5,196
H33435,H,302.1,310.9,1452,42.5,198
L51202,L,302.1,310.9,1666,30.7,203
L51203,L,302.1,311.0,1364,50.0,205
M18884,M,302.1,311.0,1351,60.3,207
H33439,H,302.1,311.0,1729,26.1,210
M18886,M,302.1,311.0,1574,34.1,215
L51207,L,302.0,France,1566,37.8,218
L51208,L,302.0,310.9,1455,43.2,220
H33443,H,302.0,310.9,,29.0,222
L51210,L,302.0,310.8,2143,17.3,227
L51211,L,302.0,France,1447,42.7,229
L51212,L,302.0,310.8,1383,,231
L51213,L,302.1,310.8,,27.1,233
L51214,L,302.0,310.8,1615,29.0,235
L51215,L,302.0,310.8,1454,36.6,0
L51216,L,302.0,310.8,1445,49.1,2
M18897,M,302.0,310.8,1609,35.2,4
L51218,L,302.0,310.9,1546,34.4,7
L51219,L,301.9,310.8,1567,39.3,9
L51220,L,302.0,310.8,1767,,11
L51221,L,302.0,310.9,1539,,13
L51222,L,302.0,310.9,1564,39.0,15
M18903,M,302.0,310.8,1445,,
M18904,M,301.9,310.9,1419,47.7,20
M18905,M,301.8,310.9,1881,20.9,23
M18906,M,301.9,France,1421,46.2,26
L51227,L,301.9,311.0,1455,46.0,
L51228,L,301.9,311.0,,12.1,31
L51229,L,301.8,310.8,1505,41.2,33
L51230,L,301.8,310.8,1456,46.6,35
L51231,L,301.8,310.8,1383,46.4,37
M18912,M,301.9,310.8,1563,39.2,39
M18913,M,301.9,310.9,2305,16.1,42
M18914,M,,310.9,1456,43.6,45
L51235,L,302.0,311.0,1865,22.7,48
L51236,L,301.9,310.9,1597,36.9,50
L51237,L,302.0,310.9,1495,38.6,52
M18918,M,302.0,310.9,1456,47.2,54
L51239,L,301.9,310.8,1465,44.3,57
M18920,M,302.0,310.9,1352,55.5,59
L51241,L,,310.8,1906,21.7,62
L51242,L,302.0,310.9,1446,40.13506480363275,64
L51243,L,302.0,310.8,1948,19.7,66
L51244,L,301.9,310.7,1480,47.1,68
M18925,M,301.9,310.7,1511,37.6,70
M18926,M,301.9,310.7,1472,47.0,73
L51247,L,301.9,310.7,1429,51.0,76
L51248,L,301.9,310.7,1405,,error
M18929,M,301.9,310.7,1405,47.9,80
L51250,L,,310.7,1348,58.1,
L51251,L,301.9,310.6,,68.6,
L51252,L,301.9,310.6,1610,33.4,87
M18933,M,301.9,310.6,1412,46.5,89
L51254,L,302.0,310.7,1453,42.7,92
L51255,L,302.0,310.6,1583,38.9,94
M18936,M,302.0,310.6,1539,37.4,96
L51257,L,302.0,310.5,1635,39.8,99
H33492,H,,310.7,1294,62.4,101
L51259,L,302.0,France,1978,22.0,106
L51260,L,302.0,310.4,,58.0,108
L51261,L,302.0,310.4,1336,58.2,110
L51262,L,302.0,310.4,1568,39.2,112
M18943,M,302.0,310.4,,36.4,114
L51264,L,302.0,310.4,1611,35.6,error
H33499,H,302.0,310.5,1841,23.6,119
L51266,L,302.0,310.5,,36.1,
L51267,L,,310.4,1376,,
L51268,L,301.9,310.5,1477,42.4,128
M18949,M,301.9,310.5,1590,40.3,error
L51270,L,302.0,310.5,2197,,133
M18951,M,302.0,France,1595,32.9,135
H33506,H,,310.5,1812,24.4,error
M18953,M,302.0,310.5,,32.1,143
L51274,L,302.0,France,1651,30.9,146
H33509,H,,310.5,1459,43.2,148
L51276,L,301.9,France,1370,,153
L51277,L,301.9,France,1518,34.1,155
L51278,L,302.0,310.3,1648,29.6,157
L51279,L,302.0,France,1464,47.2,159
L51280,L,302.0,310.4,1895,23.2,161
L51281,L,301.9,310.4,1884,23.4,163
L51282,L,302.0,310.4,1450,46.6,165
L51283,L,302.0,310.4,1448,43.4,167
L51284,L,302.1,France,1389,49.6,
L51285,L,302.0,310.6,1583,35.2,171
L51286,L,301.9,310.5,1425,51.1,173
L51287,L,302.0,310.5,,,175
L51288,L,301.9,310.5,1892,21.8,177
M18969,M,301.9,310.6,1475,47.8,179
L51290,L,302.0,310.6,1361,,182
M18971,M,,310.6,1563,41.0,184
H33526,H,301.9,310.5,1472,,error
L51293,L,302.0,310.6,-310.6,55.3,error
L51294,L,302.0,310.6,1358,53.1,194
H33529,H,302.0,310.6,1346,54.7,196
M18976,M,302.0,310.5,,58.4,201
L51297,L,301.9,310.5,1340,55.7,204
L51298,L,302.0,France,1366,47.7,206
L51299,L,302.1,310.7,1325,45.1,208
M18980,M,302.1,310.7,1376,46.3,error
M18981,M,302.1,310.7,,47.8,213
L51302,L,302.2,310.6,1462,43.6,error
M18983,M,302.1,310.6,1517,38.9,
L51304,L,,310.6,1385,53.6,5
L51305,L,302.1,310.6,1439,40.0,error
M18986,M,302.0,310.6,,,9
H33541,H,,310.6,1438,43.2,error
L51308,L,,310.4,1708,24.8,17
M18989,M,301.8,France,1666,32.7,
L51310,L,301.9,310.4,1286,62.8,22
L51311,L,301.9,310.3,1485,46.3,error
M18992,M,301.8,310.3,1409,52.5,26
L51313,L,301.8,310.3,,27.3,29
L51314,L,301.8,310.3,1688,28.8,31
M18995,M,301.7,310.3,1787,26.7,33
L51316,L,301.7,310.1,1487,48.0,36
L51317,L,,310.1,1384,50.5,38
L51318,L,301.7,France,1311,57.4,40
H33553,H,301.7,310.2,1620,30.8,42
L51320,L,301.7,310.2,1331,61.2,47
H33555,H,301.7,310.1,1462,,49
L51322,L,301.7,France,,50.2,54
L51323,L,301.7,310.1,1500,39.6,error
L51324,L,301.8,310.1,,28.0,58
M19005,M,301.8,310.3,1465,46.5,60
L51326,L,301.8,310.3,1482,41.4,error
L51327,L,301.9,310.3,1398,44.0,65
L51328,L,301.9,310.3,1972,21.3,67
L51329,L,301.9,310.4,1603,37.6,error
L51330,L,301.9,310.4,1610,34.8,71
M19011,M,301.9,310.4,1373,48.0,73
M19012,M,302.0,310.5,1425,44.7,76
M19013,M,302.0,310.4,1212,55.6,79
M19014,M,302.0,310.4,1828,26.3,82
L51335,L,302.0,310.5,1370,44.4,85
M19016,M,302.0,310.5,1823,25.1,87
L51337,L,302.0,310.5,1263,60.6,
L51338,L,301.9,310.4,1889,21.5,92
M19019,M,,310.5,1639,32.9,94
M19020,M,302.0,France,1608,33.1,error
H33575,H,,310.3,1653,32.4,100
L51342,L,302.0,310.4,1591,29.8,105
L51343,L,302.1,310.5,1696,30.9,107
L51344,L,302.2,310.6,1346,47.5,109
M19025,M,302.2,France,1507,40.4,111
H33580,H,302.3,310.6,1525,48.7,114
M19027,M,302.3,310.7,1559,33.9,error
L51348,L,302.2,310.6,1632,30.5,122
L51349,L,302.1,France,1559,36.0,124
M19030,M,,310.6,1355,,126
M19031,M,302.2,France,1832,23.7,error
L51352,L,302.2,France,1386,50.0,error
M19033,M,302.2,310.6,-310.6,49.2,
L51354,L,302.3,310.7,1499,37.8,137
L51355,L,302.3,310.7,1612,33.4,139
M19036,M,,310.7,1544,39.7,141
L51357,L,302.5,310.9,,39.2,144
L51358,L,302.5,310.9,1624,34.4,error
L51359,L,302.4,France,1349,46.1,148
L51360,L,302.4,310.8,1686,28.8,150
M19041,M,302.4,310.7,1521,40.4,
L51362,L,302.4,310.7,1362,54.8,155
L51363,L,302.3,310.7,1402,,157
L51364,L,302.2,310.6,1334,53.2,159
L51365,L,302.2,310.6,1348,48.4,
M19046,M,302.2,310.6,1570,34.6,163
M19047,M,302.2,310.7,1601,,166
M19048,M,302.3,310.8,1611,31.8,169
L51369,L,302.4,310.9,1560,31.8,172
H33604,H,302.4,310.9,1444,40.7,174
L51371,L,302.4,311.0,1317,59.4,179
M19052,M,302.5,311.0,1463,43.1,181
L51373,L,302.4,311.1,1634,34.2,184
L51374,L,302.4,311.0,1423,46.2,186
L51375,L,,311.0,,38.4,188
M19056,M,302.5,311.0,1563,35.6,190
L51377,L,302.4,311.0,1573,36.5,error
M19058,M,302.4,311.1,1432,44.5,195
M19059,M,302.5,311.1,1638,32.0,198
