Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L49147,L,297.9,307.6,1589,37.8,120
L49148,L,298.0,307.6,1281,50.8,122
H31383,H,297.8,307.5,,31.3,124
M16830,M,297.9,307.6,1202,67.0,129
L49151,L,297.9,307.6,1298,52.7,132
L49152,L,297.9,307.6,1612,30.7,error
L49153,L,297.9,307.6,1747,25.3,136
L49154,L,,307.6,1450,48.7,error
L49155,L,298.0,307.7,1422,45.6,140
M16836,M,298.1,307.7,1419,,142
M16837,M,298.1,307.7,1633,30.7,145
L49158,L,298.0,307.7,1442,43.6,148
H31393,H,298.0,307.6,1420,45.8,150
M16840,M,,307.6,1301,58.5,155
L49161,L,298.0,307.6,1385,45.0,158
M16842,M,298.0,France,1487,41.3,160
M16843,M,,307.6,1459,44.4,163
M16844,M,298.0,307.5,1387,45.5,166
L49165,L,298.1,307.7,,40.8,169
L49166,L,298.1,307.6,1498,42.9,171
M16847,M,298.2,307.8,1599,,
H31402,H,298.3,307.9,1420,39.2,176
L49169,L,298.2,307.9,,,181
L49170,L,298.2,307.8,1423,48.1,error
M16851,M,298.2,307.8,1583,36.6,185
L49172,L,298.2,307.8,1375,46.6,error
M16853,M,298.3,308.0,1463,42.5,190
M16854,M,298.2,307.9,1403,45.1,193
L49175,L,298.3,France,1451,47.1,196
M16856,M,298.4,France,,38.2,198
L49177,L,298.3,France,1672,41.3,0
H31412,H,298.3,308.0,1637,,2
L49179,L,,308.0,1540,37.8,7
L49180,L,298.4,308.1,1279,53.1,9
L49181,L,298.4,France,1604,34.9,11
L49182,L,298.5,308.2,1654,27.1,13
M16863,M,298.5,308.2,1564,37.5,15
L49184,L,298.5,308.2,1451,47.5,18
L49185,L,,308.3,1504,,616.6
M16866,M,298.5,308.3,1381,50.5,22
L49187,L,298.6,308.4,1562,34.4,25
L49188,L,298.5,France,1811,24.7,27
M16869,M,298.6,308.3,1717,28.7,
L49190,L,298.6,308.3,1278,60.5,
L49191,L,298.7,308.5,1616,30.2,34
L49192,L,298.6,308.4,1397,46.4,36
L49193,L,298.6,308.4,1485,42.9,
L49194,L,298.6,308.4,1310,59.7,40
L49195,L,298.5,308.2,1301,66.3,
L49196,L,298.5,308.3,1458,44.0,44
L49197,L,298.7,308.5,1483,42.5,46
L49198,L,298.7,308.5,1375,46.4,48
M16879,M,298.7,308.5,,27.0,50
H31434,H,298.7,308.4,1560,33.3,53
L49201,L,298.7,308.5,1480,42.2,58
L49202,L,298.7,308.4,1373,46.9,
L49203,L,298.7,France,1444,54.2,62
M16884,M,298.7,308.6,-308.6,24.7,64
L49205,L,298.7,308.5,1469,39.9,67
M16886,M,298.7,308.5,1360,52.9,69
L49207,L,298.7,308.4,1750,25.8,
M16888,M,298.7,308.3,1349,46.6,74
L49209,L,298.7,308.5,1668,,77
L49210,L,298.9,308.6,1400,49.5,79
L49211,L,,308.6,1331,62.8,81
L49212,L,298.8,308.5,1444,42.2,
H31447,H,298.8,308.5,1359,47.6,85
M16894,M,298.8,308.5,1425,47.4,
M16895,M,298.9,308.6,1469,34.2,93
L49216,L,299.0,308.7,1892,22.8,
H31451,H,299.0,France,1940,19.9,98
L49218,L,,308.8,1405,55.2,103
M16899,M,,308.9,1449,39.6,105
L49220,L,299.1,308.9,,29.6,108
L49221,L,299.1,308.9,,27.2,
M16902,M,299.1,308.9,1397,52.4,112
M16903,M,299.2,309.0,1597,30.3,115
L49224,L,299.3,309.1,1470,41.1,error
M16905,M,299.3,309.1,1703,31.3,120
L49226,L,299.3,309.1,1388,,123
L49227,L,299.3,309.2,1775,24.2,125
L49228,L,299.3,309.2,1465,41.5,127
M16909,M,299.3,309.2,1586,37.9,129
M16910,M,299.5,309.3,1675,29.2,132
M16911,M,299.4,309.2,1470,44.4,135
L49232,L,,309.3,1477,40.4,138
L49233,L,299.5,309.3,1382,,140
M16914,M,299.6,309.4,1605,29.8,
L49235,L,299.6,309.4,1643,32.9,145
L49236,L,299.5,309.3,1333,54.1,147
L49237,L,299.5,309.3,1520,42.3,149
M16918,M,299.5,309.3,1902,24.0,151
H31473,H,299.5,309.4,1386,44.4,154
L49240,L,299.6,309.5,1803,,159
L49241,L,299.7,309.6,1359,50.7,error
M16922,M,299.7,309.6,1477,42.7,
L49243,L,299.7,309.6,1321,53.4,166
L49244,L,299.6,France,1453,41.4,168
L49245,L,299.7,309.6,1419,45.1,170
L49246,L,299.7,309.6,1512,36.2,172
L49247,L,299.7,309.6,1553,36.8,174
M16928,M,299.7,309.6,1534,39.1,176
H31483,H,299.7,309.6,1553,41.0,179
L49250,L,299.7,309.5,,49.7,184
M16931,M,299.7,309.6,1313,60.0,
L49252,L,299.6,309.5,1570,,189
L49253,L,299.6,309.4,1677,31.1,191
L49254,L,299.5,309.4,,31.5,193
L49255,L,299.5,309.4,1390,58.8,195
L49256,L,299.4,309.3,1544,36.0,197
L49257,L,299.4,309.4,1701,31.2,199
M16938,M,,309.3,1692,28.4,201
M16939,M,299.3,309.3,1523,37.9,error
L49260,L,299.3,309.2,2280,15.4,207
M16941,M,299.4,309.3,1485,,209
H31496,H,299.4,309.2,-309.2,36.1,212
H31497,H,299.4,309.3,,28.2,0
L49264,L,299.5,309.3,1442,46.2,
L49265,L,,309.3,1462,46.7,7
H31500,H,299.4,309.3,1439,49.7,9
L49267,L,299.5,France,1577,,14
L49268,L,299.6,309.4,1331,46.4,16
L49269,L,,309.3,1941,22.5,18
L49270,L,299.5,309.2,,47.3,error
L49271,L,299.4,309.2,1433,42.1,22
L49272,L,299.4,309.2,1444,48.2,24
L49273,L,299.4,309.2,1564,39.0,26
L49274,L,299.4,309.3,1377,43.6,28
L49275,L,299.4,309.3,1525,41.5,30
M16956,M,299.5,309.4,1387,56.2,error
M16957,M,299.4,309.4,1326,47.5,
L49278,L,299.4,309.3,1401,59.0,
L49279,L,299.4,309.3,1596,31.8,40
