Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L49327,L,299.4,308.9,1550,33.7,174
L49328,L,299.4,France,1583,34.1,176
L49329,L,299.4,309.0,,32.2,178
H31564,H,299.3,308.8,,35.5,180
M17011,M,299.3,308.7,1289,51.5,
M17012,M,299.3,308.8,1648,28.4,188
H31567,H,299.3,France,1397,45.4,
M17014,M,299.3,308.9,1767,24.8,196
L49335,L,299.3,308.8,1341,47.7,199
M17016,M,299.4,308.9,1457,41.5,201
M17017,M,,309.0,1939,19.8,618.0
M17018,M,299.5,309.0,1399,49.7,207
M17019,M,299.5,309.0,1602,31.3,210
L49340,L,299.4,309.0,1507,41.0,213
L49341,L,299.4,309.1,1464,40.5,215
L49342,L,299.5,309.1,1336,42.1,
L49343,L,299.6,309.2,1422,39.8,219
L49344,L,299.6,309.2,1540,,221
L49345,L,,309.1,1476,47.8,223
M17026,M,299.6,309.2,1867,,225
H31581,H,299.6,309.1,1588,41.3,0
M17028,M,299.5,309.1,1420,49.5,5
L49349,L,299.5,309.1,1415,49.2,8
M17030,M,299.4,309.1,1500,43.3,
L49351,L,299.5,309.1,1502,44.6,13
L49352,L,299.5,309.2,1816,23.0,15
M17033,M,299.5,309.2,1495,50.854983157137056,17
L49354,L,299.6,309.2,1572,33.4,20
M17035,M,299.5,309.2,1590,35.9,22
M17036,M,299.6,309.3,1387,48.3,error
M17037,M,299.6,309.2,,47.7,28
L49358,L,299.6,309.2,1602,37.3,
L49359,L,299.6,309.2,1601,33.3,33
H31594,H,299.6,309.2,1597,36.3,35
H31595,H,299.5,309.1,1548,44.3,
M17042,M,299.5,309.2,1314,61.8,45
M17043,M,299.6,309.3,1577,39.8,48
L49364,L,299.8,309.4,1475,43.4,51
L49365,L,299.8,309.4,1630,32.4,error
L49366,L,299.7,309.4,1445,42.9,55
M17047,M,299.8,309.4,1439,47.4,57
L49368,L,299.7,309.3,1420,44.1,
H31603,H,299.7,309.2,1554,41.6,62
M17050,M,299.6,309.1,1471,44.3,67
L49371,L,299.6,309.0,1648,33.6,70
L49372,L,299.6,309.0,1472,,72
M17053,M,299.5,308.9,1448,42.9,74
M17054,M,299.6,France,1568,35.3,
L49375,L,,308.9,1613,,80
M17056,M,299.7,308.9,1551,35.4,82
L49377,L,299.7,France,1412,49.2,85
M17058,M,299.7,308.9,1478,41.0,87
M17059,M,299.8,France,1268,58.0,90
L49380,L,299.8,309.1,-309.1,35.6,93
L49381,L,,309.0,1567,36.1,95
M17062,M,299.9,309.2,,35.7,97
L49383,L,299.8,309.0,1614,30.8,100
M17064,M,299.7,France,1352,46.1,
L49385,L,299.9,309.2,1624,34.6,105
L49386,L,299.9,France,1436,52.0,error
L49387,L,299.8,309.2,1591,37.5,109
H31622,H,,309.2,,42.6,error
L49389,L,299.8,309.3,1386,49.4,
L49390,L,299.7,France,1401,54.1,
M17071,M,299.6,309.0,1245,64.0,120
L49392,L,299.7,France,1475,40.0,123
L49393,L,299.7,309.1,,39.4,125
H31628,H,299.7,309.2,1355,44.8,127
H31629,H,299.7,309.2,1468,49.6,132
L49396,L,299.7,309.2,1645,30.8,137
L49397,L,299.7,309.1,1347,55.3,139
L49398,L,299.7,309.1,1713,33.5,
M17079,M,299.6,309.1,1435,48.4,143
M17080,M,299.6,309.0,1736,26.1,146
L49401,L,299.6,309.0,1372,60.4,149
L49402,L,,309.0,,33.0,151
L49403,L,299.6,309.0,1413,,153
M17084,M,299.7,France,1645,31.9,155
M17085,M,299.7,309.0,1465,49.0,158
M17086,M,299.6,308.9,1685,27.8,161
L49407,L,299.5,308.8,1965,20.4,164
H31642,H,299.4,308.6,1542,41.8,166
L49409,L,,308.7,1681,30.8,
L49410,L,299.5,308.7,1446,45.7,error
L49411,L,299.4,308.6,,,175
L49412,L,299.5,308.6,1672,,177
L49413,L,299.5,308.7,2549,13.0,179
L49414,L,299.4,308.6,1492,40.5,181
M17095,M,299.4,France,1455,42.7,183
M17096,M,299.3,308.5,1422,43.1,186
L49417,L,299.3,308.6,,,189
L49418,L,299.3,308.6,1474,49.6,error
L49419,L,299.2,308.6,1381,49.317299400530366,193
L49420,L,299.2,France,1457,44.7,195
L49421,L,299.2,308.4,1711,28.9,197
L49422,L,299.2,308.4,1667,29.0,
L49423,L,299.2,308.4,,35.0,201
M17104,M,299.3,308.4,1542,37.5,203
M17105,M,299.3,France,1438,42.3,0
L49426,L,299.3,308.4,1406,47.4,3
M17107,M,299.2,308.4,1396,48.5,5
M17108,M,299.3,France,1304,60.6,8
L49429,L,299.2,France,1442,,11
M17110,M,299.2,308.4,1396,48.7,13
H31665,H,299.1,308.3,1424,43.4,16
H31666,H,299.1,308.3,1451,42.8,21
L49433,L,299.2,308.4,1386,54.1,26
L49434,L,,308.3,1325,46.77165541946748,28
L49435,L,,308.3,1559,33.7,
L49436,L,299.1,308.3,1489,38.1,32
L49437,L,299.1,308.3,1892,25.2,34
L49438,L,299.1,308.2,1319,60.3,36
L49439,L,299.1,308.3,1431,52.3,error
H31674,H,299.1,308.3,1521,36.5,
M17121,M,299.1,308.2,1435,45.2,45
L49442,L,299.1,308.3,1533,42.4,48
M17123,M,299.2,308.4,1529,43.0,50
M17124,M,299.2,France,1415,43.5,53
M17125,M,299.2,308.4,1330,51.2,56
L49446,L,,308.5,1381,60.6,59
L49447,L,299.2,308.5,1370,52.4,61
L49448,L,299.2,France,1438,46.6,63
L49449,L,,308.6,1314,48.2,65
L49450,L,299.3,308.6,,48.1,
L49451,L,299.2,308.5,1821,26.1,69
M17132,M,299.3,308.6,1448,52.1,71
L49453,L,299.3,308.5,1589,32.7,
L49454,L,299.3,308.6,1520,,76
L49455,L,299.3,France,1605,37.0,78
L49456,L,299.3,308.7,1393,54.2,80
H31691,H,299.3,308.7,1408,44.4,82
M17138,M,299.3,308.7,1459,35.6,87
L49459,L,299.4,France,1525,39.0,90
L49460,L,299.4,308.8,1390,57.0,92
L49461,L,299.3,308.7,1536,38.9,94
L49462,L,299.4,308.7,1459,47.6,96
L49463,L,299.2,308.5,1387,51.1,98
L49464,L,299.2,308.5,1378,53.4,100
L49465,L,299.4,308.7,1381,56.7,102
M17146,M,299.4,308.7,1289,60.5,104
L49467,L,299.4,308.6,1746,26.8,107
M17148,M,299.4,308.6,1541,39.1,109
L49469,L,299.4,308.7,1504,37.8,112
M17150,M,299.5,308.7,,51.9,
M17151,M,299.5,308.8,1886,20.9,117
L49472,L,299.6,308.9,1422,53.2,120
L49473,L,299.5,France,,38.3,122
L49474,L,299.4,308.8,1627,32.6,124
L49475,L,299.4,308.7,1512,37.2,126
L49476,L,299.4,308.7,1553,42.7,128
L49477,L,299.3,308.7,1802,26.0,130
L49478,L,299.3,308.6,1482,37.6,132
L49479,L,299.4,308.7,1446,62.9,error
L49480,L,299.3,308.6,1371,50.5,136
M17161,M,299.2,France,1586,35.7,error
L49482,L,,308.5,1515,39.8,141
L49483,L,299.2,308.5,1374,53.6,
L49484,L,299.1,France,1455,39.8,145
H31719,H,299.2,308.5,1342,47.5,147
L49486,L,299.1,France,1260,57.8,
H31721,H,299.0,308.5,1623,33.5,154
L49488,L,299.1,308.5,1371,55.5,159
L49489,L,299.1,308.6,1611,31.4,161
M17170,M,299.0,France,1535,47.5,163
M17171,M,299.1,308.6,1491,38.5,166
M17172,M,299.1,308.6,1441,,169
M17173,M,299.1,308.8,1725,26.6,172
L49494,L,299.2,308.9,1368,47.2,
L49495,L,299.2,308.9,1526,37.9,177
L49496,L,299.2,308.8,-308.8,,179
L49497,L,299.2,308.8,1605,31.1,181
L49498,L,299.2,308.8,1405,,error
M17179,M,299.2,France,1700,33.5,185
H31734,H,299.2,308.8,1440,39.1,188
M17181,M,299.2,308.8,1314,52.5,193
L49502,L,299.2,308.7,1514,41.9,
M17183,M,299.2,308.7,1401,47.0,198
L49504,L,299.3,308.8,1636,29.9,201
L49505,L,299.3,308.8,,33.9,203
M17186,M,299.4,308.7,1487,52.6,205
M17187,M,299.3,France,1420,50.3,
L49508,L,299.3,308.7,1579,36.3,211
L49509,L,299.3,308.7,1484,40.5,213
M17190,M,,308.7,1390,49.3,215
L49511,L,299.3,308.6,1384,53.6,218
L49512,L,299.2,308.5,1378,50.4,220
L49513,L,299.2,308.5,,45.2,222
L49514,L,299.2,308.4,1445,43.5,224
L49515,L,299.2,308.4,,39.4,error
L49516,L,299.2,France,1434,,2
L49517,L,299.2,308.4,1877,23.9,4
L49518,L,299.3,308.3,1651,28.0,6
L49519,L,299.2,308.2,,41.3,8
L49520,L,299.1,France,1479,40.7,10
L49521,L,,308.2,1409,46.4,12
M17202,M,299.2,308.2,1674,28.2,14
L49523,L,299.1,308.3,1305,61.4,17
M17204,M,299.2,308.3,1755,26.4,
L49525,L,299.2,308.4,1475,38.7,22
L49526,L,,308.4,1402,47.7,24
L49527,L,299.2,308.3,1410,,26
L49528,L,299.2,308.4,1436,41.8,28
M17209,M,,308.5,1386,42.2,
L49530,L,299.3,France,1744,26.4,33
L49531,L,299.2,308.4,1393,48.4,35
M17212,M,299.3,308.5,1422,45.4,
L49533,L,299.2,308.4,1841,22.8,40
L49534,L,299.3,308.6,,,42
M17215,M,299.3,308.5,,60.6,
H31770,H,299.3,308.6,1498,39.5,47
L49537,L,299.3,308.5,,26.1,52
M17218,M,,308.4,1381,42.5,54
L49539,L,299.3,France,1413,38.5,57
H31774,H,299.2,308.4,1388,53.2,error
M17221,M,299.2,308.6,1631,,64
H31776,H,299.3,308.6,1520,41.4,67
L49543,L,299.3,308.5,1510,45.4,72
L49544,L,299.2,France,1366,49.7,74
L49545,L,,308.5,,,
L49546,L,299.3,308.5,1485,44.7,78
M17227,M,299.3,308.5,1496,39.4,80
M17228,M,299.3,France,,42.2,83
M17229,M,299.2,308.4,1856,22.7,86
L49550,L,299.2,308.4,1620,34.1,89
L49551,L,299.3,308.5,,44.8,
M17232,M,299.3,308.5,1404,49.4,93
L49553,L,299.2,308.4,1350,51.3,96
M17234,M,,308.4,1538,38.0,98
M17235,M,299.2,308.4,1476,32.7,101
M17236,M,299.2,France,,51.8,104
M17237,M,299.2,308.3,1582,45.5,107
L49558,L,299.1,308.2,1348,56.1,110
H31793,H,,308.2,1450,46.1,112
L49560,L,299.0,308.1,,60.9,
L49561,L,299.1,308.2,1493,34.9,error
L49562,L,299.1,308.3,,31.4,121
L49563,L,299.1,308.2,1568,33.3,123
M17244,M,299.1,308.3,1506,38.0,
L49565,L,299.1,308.3,1524,34.1,128
L49566,L,299.1,France,1543,37.9,FranceFrance
M17247,M,299.2,308.5,1474,47.2,
M17248,M,299.2,308.5,1526,37.3,135
L49569,L,299.2,308.5,1867,27.0,138
L49570,L,299.2,308.5,1487,41.2,140
L49571,L,299.2,308.4,1580,32.6,142
L49572,L,299.2,France,1340,50.0,144
L49573,L,299.2,308.5,,41.6,146
L49574,L,,308.5,1488,40.3,148
M17255,M,299.2,308.5,1742,28.9,150
M17256,M,299.1,308.5,1592,,153
L49577,L,299.2,308.6,1582,38.8,156
L49578,L,299.2,308.5,1490,43.2,158
M17259,M,299.2,France,1594,,160
H31814,H,299.2,308.6,1462,55.0,163
M17261,M,299.2,308.6,1367,47.6,168
L49582,L,299.2,France,1325,51.0,171
H31817,H,299.2,308.7,1448,51.4,173
M17264,M,299.1,France,2008,20.3,178
L49585,L,299.1,France,1498,38.9,181
L49586,L,299.1,308.6,1437,41.6,error
M17267,M,299.1,308.6,1499,,185
L49588,L,,308.4,1356,52.6,188
L49589,L,,308.5,,46.8,error
L49590,L,299.1,308.5,,32.1,192
L49591,L,299.0,308.5,1559,38.1,194
L49592,L,,308.6,1408,46.7,196
L49593,L,299.0,308.5,1886,23.0,198
L49594,L,299.1,308.5,1415,43.4,
M17275,M,,308.5,1587,,error
L49596,L,299.0,308.4,1571,38.6,5
L49597,L,298.9,France,1576,36.6,7
L49598,L,298.9,308.3,,34.4,9
M17279,M,298.9,308.2,1328,49.2,11
H31834,H,298.8,308.2,1450,44.7,14
L49601,L,298.9,308.2,2384,15.0,19
L49602,L,298.8,308.2,,53.4,21
M17283,M,,308.2,2022,20.0,23
L49604,L,298.9,France,,23.8,26
L49605,L,298.8,308.1,1472,53.5,28
M17286,M,298.9,France,,63.6,30
L49607,L,298.9,308.3,1855,23.8,33
M17288,M,299.0,308.3,1377,47.2,35
L49609,L,298.9,308.3,1432,48.9,
M17290,M,298.9,308.2,1335,47.8,40
M17291,M,298.9,308.2,1411,51.3,43
L49612,L,298.9,308.2,1510,43.5,46
L49613,L,299.0,308.3,1441,44.0,48
M17294,M,299.0,308.2,1358,42.7,error
L49615,L,,308.2,1686,30.4,53
H31850,H,299.0,308.2,1662,30.4,55
L49617,L,,308.3,1426,40.1,60
M17298,M,299.1,France,1330,53.6,62
L49619,L,299.1,308.4,1693,31.6,65
L49620,L,299.1,308.4,1426,53.40414126631585,67
L49621,L,299.1,308.5,1676,31.0,69
M17302,M,,308.4,1332,51.7,71
L49623,L,,308.5,1647,35.0,74
L49624,L,299.2,308.6,1267,68.2,76
H31859,H,299.2,308.7,1375,55.1,78
L49626,L,299.3,308.6,1422,48.9,83
L49627,L,299.3,308.7,1408,48.7,
L49628,L,299.4,308.9,1440,42.5,87
L49629,L,299.3,308.8,1772,25.2,89
L49630,L,299.2,308.7,1492,37.8,91
L49631,L,299.2,308.7,1650,30.5,93
M17312,M,299.1,308.6,2329,14.6,95
L49633,L,299.0,308.6,,30.8,98
L49634,L,299.0,308.6,1653,31.7,100
L49635,L,299.0,308.6,1946,22.3,102
L49636,L,299.1,308.6,1555,36.6,104
L49637,L,299.0,308.6,1661,32.2,
L49638,L,299.0,308.6,1434,45.9,617.2
L49639,L,299.0,308.6,1297,54.2,110
L49640,L,299.0,308.6,,46.4,112
M17321,M,298.9,308.6,1517,39.8,114
L49642,L,298.9,308.5,,34.5,117
L49643,L,298.9,France,1580,39.1,119
M17324,M,298.9,France,,,121
L49645,L,298.9,308.6,1481,40.7,124
L49646,L,299.0,308.6,1429,37.7,126
M17327,M,,308.6,1574,33.5,128
M17328,M,298.9,308.6,1524,40.4,131
L49649,L,299.0,308.7,,37.5,134
L49650,L,298.9,308.5,1467,44.7,136
L49651,L,,308.4,1301,51.1,138
L49652,L,298.9,308.5,1429,55.1,140
M17333,M,298.9,308.5,1555,37.6,142
L49654,L,298.9,308.5,1503,,145
L49655,L,298.9,308.5,,43.1,147
H31890,H,298.9,308.4,1449,42.4,149
L49657,L,298.9,308.5,1387,57.3,error
M17338,M,298.9,308.5,1456,50.0,156
L49659,L,299.0,308.5,1604,34.7,159
L49660,L,299.0,308.6,1734,32.4,161
L49661,L,299.0,308.6,1378,47.8,163
L49662,L,298.9,308.7,1504,41.8,165
M17343,M,298.9,308.7,1402,49.8,167
H31898,H,298.8,308.6,,37.7,170
L49665,L,298.8,308.6,1593,,175
M17346,M,298.9,308.7,1772,28.4,177
H31901,H,298.9,308.6,,31.0,180
L49668,L,298.9,France,1356,50.7,185
H31903,H,298.9,308.7,1500,41.6,187
H31904,H,299.1,308.8,1566,46.6,192
L49671,L,,308.9,1445,43.4,197
H31906,H,299.0,France,1382,58.5,
M17353,M,,308.8,1418,45.7,204
L49674,L,299.1,308.8,,53.6,207
M17355,M,299.1,308.8,1491,41.0,209
M17356,M,299.2,308.9,1573,37.4,212
M17357,M,299.2,308.9,1521,42.3,215
L49678,L,299.1,308.9,1467,47.2,218
M17359,M,299.1,308.9,1325,48.4,220
L49680,L,299.1,308.9,1617,32.3,223
M17361,M,,France,,42.7,225
L49682,L,299.2,309.0,1515,48.9,228
L49683,L,299.2,309.0,1408,47.2,0
L49684,L,299.2,309.1,1468,45.6,2
L49685,L,299.2,309.1,1387,48.7,4
M17366,M,299.2,309.1,1503,34.7,6
H31921,H,299.2,France,1410,47.1,error
L49688,L,299.0,308.9,1615,30.6,14
L49689,L,299.0,308.9,1511,35.9,16
L49690,L,299.1,309.0,1405,53.8,18
M17371,M,,308.9,1526,41.1,20
L49692,L,,308.8,1530,38.3,23
L49693,L,299.0,308.7,1583,32.5,25
L49694,L,298.9,308.6,2069,18.7,27
L49695,L,298.8,308.5,1490,35.0,29
L49696,L,298.8,308.5,1736,,31
L49697,L,298.8,308.5,1395,,
M17378,M,298.9,308.6,1425,49.6,35
L49699,L,298.8,308.6,1631,32.4,error
