Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
M16310,M,299.0,310.3,1447,39.9,error
L48631,L,298.9,310.4,1831,25.4,81
L48632,L,299.0,310.3,1584,,83
L48633,L,299.1,310.4,1450,,85
L48634,L,299.1,310.4,1428,46.9,87
L48635,L,299.0,310.4,1382,53.0,89
L48636,L,299.0,310.3,1501,43.0,
L48637,L,299.0,310.3,,42.4,93
L48638,L,298.9,310.3,1364,,95
L48639,L,299.0,310.3,1472,36.1,97
L48640,L,299.0,310.3,1437,47.8,99
L48641,L,298.9,310.2,1491,45.1,101
L48642,L,298.9,310.2,1706,27.6,103
L48643,L,298.8,310.1,1607,39.5,
L48644,L,298.8,310.0,1412,,107
L48645,L,298.7,309.8,1546,40.9,109
L48646,L,298.7,309.8,1365,50.5,111
L48647,L,298.6,309.8,1544,30.2,error
M16328,M,298.6,309.8,1419,44.9,115
L48649,L,298.6,309.8,,41.6,118
L48650,L,298.5,309.7,1437,42.6,120
L48651,L,298.5,309.6,1421,53.6,122
M16332,M,298.5,309.6,1438,44.5,124
M16333,M,298.5,309.5,1315,48.9,127
M16334,M,298.5,309.5,1366,61.9,130
M16335,M,298.4,309.5,1519,35.4,133
L48656,L,,309.5,1692,28.3,136
L48657,L,298.3,309.4,1570,35.6,138
L48658,L,298.3,309.4,,35.8,140
L48659,L,298.2,309.3,1355,43.8,error
M16340,M,298.2,309.3,2056,,618.6
M16341,M,298.2,309.2,1332,60.2,147
M16342,M,298.1,309.1,1448,52.5,150
L48663,L,,France,1578,35.6,
M16344,M,298.0,France,1562,,155
M16345,M,298.1,309.0,1976,19.3,
M16346,M,298.2,309.2,1524,34.6,error
L48667,L,298.2,309.1,1429,48.5,164
L48668,L,298.2,France,,36.3,166
M16349,M,298.2,309.0,1723,26.6,168
L48670,L,298.2,309.0,1341,43.8,171
M16351,M,298.1,308.9,1353,46.2,
M16352,M,298.0,308.7,1479,58.5,176
L48673,L,298.0,308.8,,44.9,179
M16354,M,298.0,308.7,1377,,181
H30909,H,297.9,308.5,1383,44.6,184
L48676,L,298.0,France,1268,69.4,189
L48677,L,,308.7,1629,34.3,191
L48678,L,298.0,308.8,1790,27.2,193
M16359,M,298.1,308.8,2206,16.3,195
M16360,M,298.0,France,2101,17.4,error
M16361,M,298.0,France,1436,48.2,201
L48682,L,,308.7,1462,,204
L48683,L,298.0,308.7,,26.2,
L48684,L,298.0,308.7,1506,47.0,error
L48685,L,298.0,308.7,1626,36.7,210
L48686,L,298.0,308.8,1610,33.7,212
M16367,M,298.0,308.6,1376,55.7,214
M16368,M,298.0,308.6,1507,37.3,217
L48689,L,298.0,308.5,1429,37.7,220
M16370,M,298.1,308.7,1547,38.9,0
L48691,L,,308.7,1642,30.3,3
H30926,H,298.0,308.7,1503,37.188282023397775,5
L48693,L,298.1,308.7,1568,32.9,10
M16374,M,298.1,308.8,1628,37.6,12
M16375,M,298.2,France,1614,35.5,15
L48696,L,298.2,308.9,1278,54.0,18
M16377,M,298.2,France,1408,38.8,20
H30932,H,298.2,309.0,1371,55.7,23
M16379,M,298.2,France,1512,38.5,28
L48700,L,298.3,309.1,1472,40.1,31
M16381,M,298.2,308.9,1585,34.3,33
H30936,H,298.2,309.0,1562,37.7,36
L48703,L,298.3,309.0,1519,36.9,41
L48704,L,298.2,309.0,1601,35.8,43
L48705,L,298.2,309.0,2449,13.8,45
L48706,L,298.1,309.0,1787,27.6,47
H30941,H,298.1,309.1,1425,44.5,49
L48708,L,298.1,309.0,1559,34.0,54
L48709,L,298.1,309.0,1557,36.0,56
L48710,L,298.1,309.0,1497,40.5,58
H30945,H,298.1,France,1438,41.4,60
M16392,M,298.1,France,,39.2,error
M16393,M,,308.9,-308.9,51.4,68
L48714,L,298.0,308.8,1757,29.1,71
L48715,L,,308.8,,36.1,
M16396,M,,308.9,,,75
M16397,M,298.4,309.1,1467,39.6,78
L48718,L,298.4,309.1,,29.6,81
M16399,M,,309.2,1449,46.4,83
M16400,M,298.4,309.1,1525,39.3,
L48721,L,298.4,309.0,2304,15.1,
L48722,L,298.3,308.9,1379,54.7,91
L48723,L,298.4,308.9,1628,34.9,93
L48724,L,298.4,309.0,1474,52.7,95
M16405,M,298.4,309.0,1544,,97
L48726,L,298.4,308.9,1391,48.4,
L48727,L,298.3,308.9,1348,55.5,102
M16408,M,298.3,308.8,1349,52.1,104
L48729,L,298.4,308.9,1706,29.5,error
L48730,L,298.4,308.9,1638,32.4,109
L48731,L,298.4,308.8,1458,40.1,111
L48732,L,298.5,308.9,1781,27.8,113
L48733,L,298.5,308.8,1332,59.1,115
M16414,M,298.4,France,1584,,117
L48735,L,,308.6,1491,42.0,120
H30970,H,298.4,308.5,1398,,122
L48737,L,,France,1585,,127
M16418,M,298.2,308.3,1476,43.5,129
L48739,L,298.2,France,1458,41.8,132
M16420,M,298.2,308.4,1510,39.9,134
L48741,L,298.2,308.4,,53.8,137
L48742,L,298.2,308.3,2216,16.8,139
L48743,L,298.2,308.3,1402,51.0,141
M16424,M,298.0,308.2,2090,19.0,143
L48745,L,298.0,308.2,1459,42.1,146
M16426,M,298.0,France,1403,44.8,148
L48747,L,298.1,308.2,1521,39.3,
L48748,L,298.2,308.2,,47.1,153
M16429,M,298.1,308.2,1654,35.3,155
L48750,L,298.2,308.4,1452,,158
L48751,L,298.3,308.4,1528,37.3,
L48752,L,298.2,308.3,1230,59.6,162
L48753,L,298.2,France,1466,42.4,164
L48754,L,298.2,308.2,1478,50.1,166
L48755,L,298.2,308.3,2057,18.0,168
L48756,L,298.3,308.4,1490,41.7,170
L48757,L,298.3,308.4,1484,43.4,172
L48758,L,298.3,308.4,1593,37.0,174
L48759,L,298.3,308.3,1444,43.8,
M16440,M,298.3,308.4,1444,,178
M16441,M,298.2,308.3,1560,33.0,181
H30996,H,298.1,308.3,1530,42.0,184
L48763,L,298.2,308.4,1310,,error
M16444,M,298.2,308.3,1639,33.3,191
L48765,L,298.2,308.3,1400,48.7,
M16446,M,298.3,308.4,-308.4,44.2,
M16447,M,298.2,308.3,1448,43.3,199
L48768,L,298.2,308.3,,,202
M16449,M,298.1,308.3,1453,41.5,204
L48770,L,298.2,308.4,1497,,207
L48771,L,298.2,308.4,1355,49.4,209
L48772,L,298.1,France,1592,38.2,211
L48773,L,298.0,308.3,1544,34.7,
M16454,M,298.0,308.2,1373,51.2,215
L48775,L,298.0,308.2,1365,52.9,218
L48776,L,298.0,308.1,1877,24.3,0
L48777,L,,308.1,1531,40.8,2
L48778,L,297.9,308.0,1501,36.7,
L48779,L,297.9,308.0,1490,46.2,error
M16460,M,297.8,307.8,1543,43.7,
L48781,L,297.8,France,1597,38.2,11
H31016,H,297.8,307.9,1600,33.5,13
M16463,M,,307.8,1622,32.1,18
L48784,L,297.8,307.8,1452,39.8,21
L48785,L,,307.8,1396,,23
L48786,L,297.8,307.7,1505,39.7,error
L48787,L,297.8,307.8,1412,48.3,27
L48788,L,297.8,307.7,1393,38.0,error
L48789,L,297.7,307.7,1581,34.9,31
L48790,L,297.8,307.8,1573,37.9,33
M16471,M,,France,1726,27.3,error
M16472,M,297.9,307.9,,39.8,
L48793,L,297.9,France,1296,,41
M16474,M,297.8,307.9,1802,25.8,
L48795,L,297.8,307.9,1447,,46
H31030,H,297.8,307.8,1662,30.7,48
L48797,L,297.8,307.8,1563,,53
L48798,L,297.9,307.8,1286,59.5,55
L48799,L,297.9,307.7,1590,34.6,57
L48800,L,297.9,307.7,1492,,59
L48801,L,297.7,307.6,1844,21.9,61
H31036,H,297.7,307.6,1538,38.3,63
L48803,L,,307.6,1921,22.9,error
M16484,M,297.8,307.8,1310,57.9,70
L48805,L,297.9,307.8,1365,46.9,
M16486,M,297.9,307.8,1303,59.3,75
L48807,L,297.9,307.8,,37.5,78
L48808,L,297.9,307.8,1451,38.2,error
M16489,M,297.9,France,1336,54.4,82
L48810,L,297.9,307.9,1412,44.5,error
L48811,L,298.0,308.0,1433,39.2,87
L48812,L,297.9,307.9,1426,43.6,89
L48813,L,297.9,307.9,1476,45.2,
H31048,H,297.9,307.9,1406,58.5,93
L48815,L,297.8,France,1383,56.5,98
L48816,L,297.9,307.8,1505,37.3,100
L48817,L,297.9,307.8,1665,33.9,102
L48818,L,297.9,307.8,1397,45.0,104
M16499,M,297.9,France,1450,43.5,106
L48820,L,298.0,307.8,1567,36.4,109
M16501,M,298.0,308.0,1555,37.0,111
H31056,H,298.0,307.8,1588,35.4,114
L48823,L,298.0,307.8,1453,37.7,119
L48824,L,,307.8,1622,33.3,121
L48825,L,,307.8,1538,38.5,error
M16506,M,,307.7,1527,42.8,125
L48827,L,297.8,307.8,1761,28.9,128
L48828,L,297.9,307.8,1373,50.2,130
H31063,H,298.0,307.9,1482,37.8,132
M16510,M,298.0,307.9,1417,51.0,137
L48831,L,298.0,307.8,1414,51.7,140
H31066,H,297.9,307.8,1635,34.0,142
L48833,L,,307.8,1386,57.3,147
L48834,L,298.2,308.1,1379,62.3,149
M16515,M,298.2,308.0,1577,35.9,151
L48836,L,298.2,308.1,,42.5,error
M16517,M,298.1,308.0,1374,,156
H31072,H,298.1,308.0,1570,35.3,159
L48839,L,298.1,308.0,1697,,error
L48840,L,298.2,308.0,1499,44.1,166
M16521,M,298.2,308.0,1411,,168
H31076,H,298.2,307.9,1462,45.5,171
M16523,M,,307.9,1759,28.6,176
L48844,L,,308.0,1535,38.0,179
H31079,H,298.2,307.9,1491,,181
L48846,L,298.2,307.9,1551,36.0,186
L48847,L,298.2,307.9,1769,,188
L48848,L,298.2,307.9,1551,,190
L48849,L,298.2,307.9,1544,31.4,192
L48850,L,298.2,307.8,1528,31.1,194
L48851,L,,307.9,1614,35.8,196
L48852,L,298.1,307.8,1432,49.8,
M16533,M,298.1,307.8,1384,43.7,200
L48854,L,,307.8,,37.8,203
L48855,L,,307.7,1407,43.9,205
H31090,H,297.9,307.6,1418,,207
M16537,M,297.9,France,,30.8,212
L48858,L,298.0,307.5,1644,32.8,215
L48859,L,298.0,307.5,1792,27.9,217
