Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L49859,L,,309.5,1476,44.4,14
L49860,L,299.8,309.5,1641,27.1,16
L49861,L,299.8,France,1545,32.2,18
M17542,M,299.9,309.6,,44.4,20
L49863,L,299.8,309.5,1590,28.5,23
L49864,L,299.8,309.4,1460,37.4,error
L49865,L,299.8,309.4,1609,32.5,27
L49866,L,299.8,309.4,1633,,29
L49867,L,299.9,309.4,1348,52.8,31
L49868,L,299.9,France,1322,,33
L49869,L,300.0,309.5,,30.1,35
L49870,L,300.0,309.5,,26.0,37
L49871,L,300.0,309.6,1431,47.7,39
L49872,L,300.1,309.7,1641,30.4,41
M17553,M,300.1,309.6,1622,36.1,error
M17554,M,300.1,309.6,1625,38.0,46
L49875,L,300.0,France,1869,22.7,49
L49876,L,300.0,309.6,1452,46.0,51
L49877,L,300.0,309.6,,28.7,53
L49878,L,300.0,309.4,2010,20.0,55
L49879,L,299.9,309.4,1363,60.9,
L49880,L,299.9,309.3,1473,40.4,59
L49881,L,299.9,309.2,1333,50.8,61
L49882,L,299.8,309.2,1760,25.9,63
M17563,M,299.8,309.2,1372,58.2,65
M17564,M,299.7,309.2,-309.2,34.4,68
L49885,L,299.7,309.2,1326,64.8,71
M17566,M,299.6,309.1,1560,37.1,
M17567,M,299.6,309.0,1539,36.1,76
L49888,L,299.6,309.1,2266,15.3,79
L49889,L,299.6,309.1,1641,35.8,81
L49890,L,299.6,309.1,1574,39.2,83
L49891,L,299.6,309.1,1407,50.6,85
H32126,H,299.7,309.2,1302,,87
M17573,M,299.6,309.2,,30.8,92
M17574,M,299.6,309.1,1366,55.2,95
M17575,M,299.5,309.0,1701,28.6,98
L49896,L,299.5,309.0,1498,44.6,101
M17577,M,299.5,309.1,1422,45.3,103
L49898,L,299.5,309.1,1357,47.3,106
L49899,L,299.5,309.2,1690,29.2,108
L49900,L,299.6,309.2,1559,39.1,110
M17581,M,299.6,France,1553,,112
L49902,L,299.6,309.3,1558,34.8,115
L49903,L,299.7,France,1362,,117
M17584,M,299.8,309.3,1470,42.7,
L49905,L,,309.4,,34.8,
M17586,M,299.8,309.4,1423,42.9,error
L49907,L,299.7,309.3,1434,38.5,127
L49908,L,299.7,309.3,1779,25.5,129
L49909,L,299.7,France,1417,54.6,error
L49910,L,299.6,France,1425,45.9,133
M17591,M,299.7,309.2,,32.9,135
L49912,L,299.7,309.2,1346,,138
L49913,L,,309.2,1422,40.4,140
H32148,H,299.7,309.2,,32.8,142
L49915,L,299.7,309.2,1412,45.4,
M17596,M,,309.1,1576,36.4,149
M17597,M,299.7,309.1,1508,,152
M17598,M,,309.1,1496,44.4,155
L49919,L,299.8,309.2,1572,35.4,158
L49920,L,299.6,309.0,,,
L49921,L,299.6,309.0,1378,52.496183065526964,162
L49922,L,299.6,309.1,1369,51.4,164
L49923,L,299.6,309.1,1476,45.3,166
L49924,L,299.7,309.2,1620,30.0,168
M17605,M,299.7,309.1,1603,38.5,170
L49926,L,299.7,309.2,,46.1,173
L49927,L,299.7,309.2,1616,31.6,175
L49928,L,299.7,309.2,1631,35.1,177
M17609,M,299.7,309.2,1685,,179
H32164,H,299.7,309.2,1456,40.6,182
L49931,L,,309.1,1417,,187
M17612,M,299.7,309.1,1851,24.7,189
L49933,L,299.7,309.1,1715,27.8,192
H32168,H,299.6,309.1,1630,32.3,618.2
L49935,L,,309.2,1478,38.8,error
L49936,L,,France,1781,29.6,201
L49937,L,,309.2,1439,36.1,203
M17618,M,299.7,France,1412,,205
L49939,L,299.7,309.1,1483,41.1,208
L49940,L,299.8,309.2,1400,42.6,error
L49941,L,299.8,309.3,1299,65.1,212
L49942,L,299.8,309.2,1479,,214
L49943,L,299.8,309.2,1491,47.5,216
M17624,M,299.9,309.3,1389,52.8,0
M17625,M,299.9,309.4,1399,54.8,3
M17626,M,299.9,309.4,1889,26.0,6
L49947,L,300.0,France,,,9
L49948,L,300.0,France,1675,30.2,11
M17629,M,300.0,309.6,1477,38.1,13
L49950,L,300.0,France,1364,45.9,16
L49951,L,,309.5,1451,39.4,
L49952,L,299.9,France,1467,,20
L49953,L,299.9,309.4,1858,22.5,22
L49954,L,300.1,309.4,1559,39.7,24
L49955,L,300.1,309.4,1560,47.7,26
L49956,L,300.1,309.4,1453,47.6,28
L49957,L,300.1,309.4,1464,41.7,30
L49958,L,300.0,309.4,,50.2,32
L49959,L,300.1,309.5,1353,,
M17640,M,,309.6,1556,35.8,36
L49961,L,300.2,309.5,2183,17.8,39
M17642,M,300.2,309.6,1491,41.8,41
M17643,M,300.2,France,1528,35.1,44
L49964,L,300.2,309.6,1430,52.7,47
L49965,L,,309.5,1495,32.6,49
M17646,M,,309.5,1630,28.3,51
M17647,M,300.3,309.6,,38.4,54
L49968,L,300.3,309.6,1326,52.4,57
H32203,H,300.3,309.5,-309.5,44.0,59
L49970,L,300.4,France,,45.9,64
H32205,H,300.4,309.6,1416,43.3,66
L49972,L,300.4,309.7,1584,32.6,71
L49973,L,300.3,309.6,1597,31.8,73
L49974,L,300.4,309.6,1553,43.9,error
M17655,M,300.3,309.5,,49.4,77
L49976,L,300.2,309.5,1539,35.3,80
M17657,M,300.3,309.6,1398,53.7,82
L49978,L,300.3,309.6,1568,39.6,85
L49979,L,300.3,309.6,1404,44.6,87
M17660,M,300.2,309.5,1500,45.7,error
M17661,M,,309.5,,28.8,92
M17662,M,,309.6,1509,,95
L49983,L,300.2,309.5,1343,,98
L49984,L,300.1,309.5,1450,40.1,100
L49985,L,300.0,309.4,1460,43.5,102
L49986,L,300.0,309.3,,41.2,104
M17667,M,299.9,309.3,1452,41.9,106
L49988,L,299.9,309.3,1471,41.8,109
L49989,L,299.9,309.2,1598,34.6,111
L49990,L,299.8,309.1,1772,24.8,error
L49991,L,299.9,309.2,1761,25.6,115
M17672,M,300.0,309.3,1413,40.7,
L49993,L,300.0,309.3,1887,22.6,
L49994,L,300.0,France,1395,56.5,122
M17675,M,300.1,309.4,1569,31.6,124
L49996,L,300.1,France,1434,47.3,error
L49997,L,300.2,309.5,1417,41.1,129
L49998,L,300.2,309.5,1729,28.4,131
L49999,L,300.2,309.5,1356,51.1,error
L50000,L,300.2,309.5,1436,48.8,135
M17681,M,300.3,309.6,1419,42.5,137
L50002,L,300.3,309.6,1593,38.1,140
M17683,M,300.3,309.5,1320,62.2,142
M17684,M,300.3,309.5,1448,42.4,145
L50005,L,300.3,309.4,1470,33.5,148
M17686,M,300.3,309.4,1612,33.1,150
L50007,L,300.4,309.4,,51.6,153
M17688,M,300.4,309.4,1875,23.9,155
L50009,L,300.3,309.3,1612,36.0,
M17690,M,300.4,309.3,1411,41.6,
M17691,M,300.3,309.2,1490,47.9,163
M17692,M,300.4,309.3,1467,40.3,166
L50013,L,300.3,309.2,1807,26.4,169
L50014,L,300.3,309.1,1368,46.0,171
L50015,L,300.3,309.2,,32.0,173
M17696,M,300.3,France,1458,,175
L50017,L,300.3,309.1,1699,30.3,error
L50018,L,300.3,309.3,1478,39.5,180
M17699,M,300.4,309.4,1362,42.1,error
H32254,H,300.4,309.4,,38.9,185
L50021,L,300.3,309.4,,29.4,190
L50022,L,,France,1345,53.5,192
L50023,L,300.3,309.2,1532,40.2,194
L50024,L,300.3,309.2,1650,35.2,196
L50025,L,300.3,309.2,1398,,error
L50026,L,,309.2,1412,44.8,200
L50027,L,300.4,309.3,1525,39.6,202
M17708,M,300.3,309.3,,57.9,
L50029,L,300.4,France,1766,28.2,207
L50030,L,300.4,France,1671,35.0,209
L50031,L,,309.3,1373,48.8,618.6
M17712,M,300.5,309.4,1347,50.1,213
M17713,M,300.5,309.3,,39.1,216
L50034,L,300.5,309.3,1470,40.8,219
L50035,L,300.5,309.3,1528,37.0,221
H32270,H,300.5,309.3,1471,45.2,223
M17717,M,300.4,309.2,1528,37.2,error
L50038,L,300.5,309.3,1417,51.5,231
L50039,L,300.6,309.4,1549,43.4,
H32274,H,300.6,309.4,1463,49.2,235
L50041,L,300.7,309.5,1479,45.43525972634175,240
L50042,L,300.6,309.5,1867,23.0,242
L50043,L,300.6,France,1471,44.1,244
H32278,H,300.6,309.4,1380,47.6,246
H32279,H,300.7,309.7,1623,32.7,0
L50046,L,300.8,309.7,1997,20.7,5
H32281,H,300.7,309.6,1390,48.5,error
L50048,L,,309.7,1418,46.6,
L50049,L,300.8,309.7,1519,35.8,14
M17730,M,300.8,309.7,1519,39.7,16
M17731,M,300.7,309.6,1536,37.2,19
L50052,L,300.8,309.6,1680,28.7,22
H32287,H,300.6,309.4,1555,37.9,24
L50054,L,300.6,309.5,1471,49.6,29
M17735,M,300.5,309.4,1877,23.8,31
M17736,M,300.5,France,1578,,34
M17737,M,300.5,309.4,,32.1,37
H32292,H,300.5,309.4,1502,34.3,40
M17739,M,300.6,309.4,1367,63.2,error
L50060,L,300.7,309.5,1541,37.2,48
M17741,M,300.6,309.6,1588,37.0,50
L50062,L,300.6,309.6,1684,32.8,53
L50063,L,300.6,309.5,1437,40.0,
L50064,L,300.6,309.6,1409,42.4,57
M17745,M,300.5,309.5,,49.9,59
H32300,H,300.5,309.5,1635,34.2,error
M17747,M,300.5,309.5,1691,27.6,67
M17748,M,300.6,309.6,1365,50.0,70
M17749,M,300.7,309.7,1523,38.2,
L50070,L,300.6,309.7,1593,32.4,76
L50071,L,300.6,309.6,1682,30.7,78
L50072,L,300.7,309.6,1329,54.3,619.2
M17753,M,300.7,309.6,1568,35.2,82
L50074,L,,309.6,1733,24.8,85
M17755,M,300.7,309.6,1473,48.1,87
M17756,M,300.7,309.5,1633,31.3,90
M17757,M,,309.5,1530,40.2,93
M17758,M,300.6,309.5,1550,40.2,96
L50079,L,300.6,France,1410,40.6,99
L50080,L,300.5,309.3,1574,33.5,
L50081,L,300.6,309.4,1425,40.3,103
M17762,M,300.6,309.4,1541,35.2,error
M17763,M,300.7,France,1733,26.7,108
L50084,L,300.6,309.4,2496,13.5,111
L50085,L,300.6,309.4,1552,36.4,113
L50086,L,300.6,309.3,1409,38.7,115
M17767,M,300.6,309.4,1581,35.7,117
L50088,L,300.7,309.5,1251,59.9,
L50089,L,300.7,309.6,1500,44.1,122
L50090,L,,France,1576,38.8,124
M17771,M,300.7,309.5,1352,44.0,126
L50092,L,300.7,309.6,,30.3,
L50093,L,300.7,309.6,1541,34.6,131
H32328,H,300.6,309.6,1888,20.5,133
L50095,L,300.5,309.5,1255,62.1,
L50096,L,300.6,309.6,1411,41.6,140
L50097,L,,309.5,1516,39.0,error
M17778,M,300.6,309.5,,34.0,144
L50099,L,300.6,309.6,,30.0,147
L50100,L,,309.7,1598,33.7,149
L50101,L,300.8,309.8,1657,31.1,151
L50102,L,300.8,309.7,1481,38.1,153
M17783,M,300.7,309.7,1397,51.3,
L50104,L,300.8,309.7,,44.3,158
M17785,M,300.7,309.6,1388,51.1,160
L50106,L,300.7,309.7,1507,52.4,163
M17787,M,300.7,309.6,1421,49.8,165
M17788,M,300.8,309.7,1258,54.9,168
M17789,M,300.8,309.7,1482,39.0,171
H32344,H,300.7,309.6,1403,51.3,error
L50111,L,300.8,309.7,1373,45.4,179
L50112,L,300.9,309.7,1460,42.1,181
M17793,M,300.8,309.7,1751,27.9,183
M17794,M,300.8,309.6,1546,42.3,186
M17795,M,300.8,309.7,1680,28.2,189
M17796,M,300.9,309.7,1394,,192
L50117,L,300.7,309.6,1810,26.0,error
L50118,L,300.7,309.5,1479,34.5,197
L50119,L,300.9,309.7,1431,41.4,
