Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L50185,L,300.5,309.9,1503,37.4,175
L50186,L,300.4,309.7,1488,35.7,
L50187,L,300.4,309.7,1314,50.2,179
M17868,M,,309.7,1547,38.0,181
M17869,M,300.4,309.7,1466,39.8,184
L50190,L,300.3,309.6,1537,37.1,187
M17871,M,300.2,309.5,1434,51.5,error
L50192,L,300.4,309.6,1432,44.7,192
L50193,L,300.5,309.6,1390,48.4,194
L50194,L,300.5,309.7,1580,42.8,196
L50195,L,300.5,309.7,1589,30.5,error
L50196,L,300.5,309.8,,48.8,200
L50197,L,300.5,309.8,,51.7,202
M17878,M,300.5,309.8,1566,35.9,204
L50199,L,300.5,309.8,1379,54.2,207
L50200,L,300.4,309.6,,38.1,209
L50201,L,300.5,309.8,1421,48.38576167956199,error
L50202,L,300.5,309.6,1760,30.6,213
L50203,L,300.4,309.5,1711,29.2,215
L50204,L,300.5,309.6,1465,41.6,error
L50205,L,300.5,309.6,1366,50.2,219
M17886,M,300.4,309.5,,21.9,
L50207,L,300.5,309.5,1777,23.6,0
L50208,L,300.5,309.5,1379,55.6,2
L50209,L,300.4,309.5,1525,51.3,error
M17890,M,300.4,309.6,1563,34.0,error
M17891,M,300.5,309.7,1389,43.3,9
M17892,M,300.6,309.8,1447,42.9,12
M17893,M,300.6,309.7,1934,22.8,15
H32448,H,,309.7,1470,43.8,error
M17895,M,,309.7,1428,42.6,23
L50216,L,,309.6,1319,48.1,error
L50217,L,,309.7,1887,24.3,28
L50218,L,300.4,France,1349,50.4,error
M17899,M,300.3,309.5,1665,31.4,32
L50220,L,300.3,309.5,1474,38.7,error
L50221,L,300.4,309.5,1543,38.9,37
M17902,M,300.2,309.4,1459,43.9,39
L50223,L,300.3,France,1551,37.9,42
L50224,L,300.2,309.4,1981,21.4,44
L50225,L,300.2,309.4,1526,35.3,46
M17906,M,,309.4,1501,40.0,48
L50227,L,300.2,309.4,1558,,error
L50228,L,,309.3,1532,43.2,53
L50229,L,300.1,309.2,1326,55.9,55
L50230,L,300.2,309.2,,51.3,57
L50231,L,300.2,309.3,1366,,59
L50232,L,300.1,309.2,1421,42.5,61
H32467,H,300.2,309.3,1506,35.6,63
H32468,H,,309.3,1342,48.7,68
L50235,L,300.1,309.2,-309.2,37.6,73
L50236,L,300.2,309.2,1667,29.9,75
L50237,L,,309.1,1400,46.7,
L50238,L,300.0,309.0,1709,32.1,
M17919,M,,309.0,1368,45.8,81
L50240,L,300.0,France,1882,,84
L50241,L,300.1,309.1,1353,58.7,86
L50242,L,299.9,309.0,1553,40.0,88
L50243,L,300.0,309.1,1431,45.4,90
M17924,M,300.1,309.1,1731,,92
M17925,M,300.1,France,1687,27.7,95
M17926,M,300.1,309.2,1457,44.3,98
L50247,L,300.1,309.2,1533,37.0,101
H32482,H,300.0,France,1622,31.8,103
L50249,L,300.0,France,1791,28.2,108
L50250,L,300.0,309.1,,28.3,110
L50251,L,300.0,309.0,2174,16.9,112
L50252,L,,309.0,1314,,114
L50253,L,300.1,309.1,1478,46.9,
L50254,L,300.1,309.2,1783,27.3,118
M17935,M,300.1,309.2,1385,46.1,120
L50256,L,300.0,309.2,1444,43.6,123
L50257,L,300.1,309.3,1841,22.32778620643922,125
M17938,M,300.1,France,1349,,
L50259,L,300.1,309.3,1340,56.0,130
M17940,M,299.9,309.2,1539,43.2,132
M17941,M,300.0,309.3,1932,,135
M17942,M,300.0,309.3,1407,43.9,138
L50263,L,300.1,309.3,1712,28.5,141
H32498,H,300.1,France,1329,55.2,143
L50265,L,300.1,309.2,1441,42.9,148
L50266,L,300.0,309.2,1610,,
M17947,M,300.0,309.1,1474,45.2,152
M17948,M,300.0,309.1,1624,30.8,155
H32503,H,300.1,309.3,1520,38.2,158
H32504,H,300.1,309.3,1448,45.8,163
L50271,L,300.0,309.3,1558,29.7,168
M17952,M,300.0,309.3,2293,16.3,170
L50273,L,300.0,309.3,1397,,173
L50274,L,300.0,309.3,1972,22.0,175
M17955,M,299.9,309.2,1574,36.5,177
L50276,L,299.9,309.2,,,180
M17957,M,,309.2,1353,49.8,182
M17958,M,299.9,309.2,1389,51.2,185
M17959,M,299.9,309.1,1513,43.8,188
L50280,L,299.8,309.1,1578,42.1,191
H32515,H,299.8,309.0,1467,37.3,error
L50282,L,299.9,309.1,1412,48.3,198
L50283,L,299.8,309.1,1668,30.3,200
M17964,M,299.8,309.2,1678,29.8,error
L50285,L,299.8,309.1,1612,35.4,205
L50286,L,299.8,309.1,1485,39.9,207
M17967,M,299.8,309.1,,,209
L50288,L,299.8,309.2,1504,38.7,error
L50289,L,299.9,309.2,1491,44.3,214
H32524,H,299.9,309.2,1525,33.2,
L50291,L,300.0,309.2,1759,27.9,5
M17972,M,,309.1,1355,56.7,error
M17973,M,299.9,309.1,1345,56.8,10
M17974,M,299.9,309.2,1683,30.5,13
L50295,L,299.9,France,1658,34.8,
L50296,L,300.0,309.2,,34.4,18
M17977,M,300.1,309.3,1469,43.9,20
M17978,M,300.2,309.5,1458,46.9,23
L50299,L,300.1,309.4,1858,23.6,26
H32534,H,300.1,309.4,-309.4,40.8,
L50301,L,,309.4,2141,17.9,error
L50302,L,300.0,309.3,1473,,35
H32537,H,300.0,309.4,,38.5,37
L50304,L,300.1,309.4,1568,39.7,42
L50305,L,,309.4,1694,27.4,44
L50306,L,300.0,France,1499,35.7,46
L50307,L,300.0,309.5,1717,28.3,48
M17988,M,300.1,309.5,1462,42.8,
L50309,L,300.1,309.6,1642,34.5,53
L50310,L,300.1,France,,25.4,error
L50311,L,300.1,309.5,,,57
L50312,L,300.1,France,1557,40.6,
H32547,H,,309.6,1442,49.2,61
L50314,L,300.2,309.6,1359,51.5,66
L50315,L,300.4,309.8,1342,52.5,68
L50316,L,300.4,309.9,,54.8,70
L50317,L,300.4,309.9,1567,36.5,72
L50318,L,300.4,309.9,1376,43.5,error
H32553,H,300.4,309.9,1513,,76
H32554,H,300.4,309.9,2563,12.8,81
L50321,L,300.5,310.0,1521,45.1,error
L50322,L,300.6,310.0,,34.7,88
H32557,H,300.6,310.0,1419,,
M18004,M,300.6,France,1478,36.3,95
M18005,M,300.5,France,1415,43.5,98
M18006,M,300.5,309.9,1780,26.5,101
M18007,M,300.4,309.7,1440,42.8,104
H32562,H,300.4,309.8,1448,39.7,107
H32563,H,300.4,France,1500,35.2,
L50330,L,300.4,France,,32.9,117
L50331,L,300.5,309.8,,43.8,119
M18012,M,300.5,309.8,1473,42.3,error
M18013,M,300.5,309.9,-309.9,49.3,124
L50334,L,300.4,309.7,1534,42.5,127
L50335,L,300.5,309.8,1367,54.0,129
L50336,L,300.4,309.7,1467,36.9,131
M18017,M,300.4,309.7,1488,42.2,133
L50338,L,300.4,309.7,1679,30.1,136
H32573,H,300.4,France,1409,47.5,138
M18020,M,300.4,309.7,1367,51.2,143
L50341,L,300.4,309.8,1314,63.1,146
L50342,L,300.5,309.9,1480,40.0,error
L50343,L,,309.8,1549,38.9,150
L50344,L,300.4,309.7,1685,31.3,152
L50345,L,300.4,309.6,1536,34.5,
M18026,M,300.4,309.7,1539,37.7,156
L50347,L,300.4,309.7,1384,45.1,159
M18028,M,300.4,309.6,1614,30.3,161
M18029,M,300.4,309.6,1675,35.5,164
M18030,M,300.4,309.7,1685,32.3,167
L50351,L,300.4,309.6,,56.9,170
M18032,M,,309.6,1488,41.3,172
L50353,L,300.3,309.6,1624,32.6,175
L50354,L,300.3,309.6,1600,34.6,177
L50355,L,300.3,309.6,1468,44.7,179
L50356,L,,309.6,1435,45.4,181
M18037,M,300.2,309.5,1564,33.4,183
M18038,M,300.2,309.4,1329,53.6,186
L50359,L,300.1,309.3,1570,36.8,189
M18040,M,300.2,309.4,1433,48.8,191
L50361,L,300.2,309.4,1527,37.0,194
M18042,M,300.1,309.3,1443,50.3,196
L50363,L,300.1,309.3,1616,32.0,199
L50364,L,300.1,309.3,1654,31.0,201
L50365,L,300.1,309.3,1685,27.1,203
M18046,M,300.2,309.4,,48.8,
M18047,M,300.2,309.4,1752,27.8,error
M18048,M,,309.2,1438,51.0,211
L50369,L,300.1,309.1,1551,,
L50370,L,300.1,309.2,,30.1,216
M18051,M,300.1,309.2,1732,33.7,218
M18052,M,300.1,309.2,1418,39.8,
L50373,L,300.0,309.1,1401,44.5,0
L50374,L,300.0,309.0,1454,51.7,2
M18055,M,300.0,309.2,1635,32.4,4
L50376,L,300.0,309.1,1489,40.3,7
L50377,L,300.0,309.1,1465,40.6,9
M18058,M,300.0,309.1,1463,45.7,11
H32613,H,300.1,309.1,1560,35.4,14
M18060,M,300.1,309.2,-309.2,44.4,19
L50381,L,300.2,309.1,1479,47.0,22
L50382,L,300.2,309.2,,43.4,24
M18063,M,300.1,France,1533,38.0,26
L50384,L,300.1,309.0,1404,54.8,29
M18065,M,300.1,308.9,1548,38.4,31
M18066,M,300.1,309.0,,33.0,34
M18067,M,300.2,309.0,1642,31.2,37
M18068,M,300.2,France,1406,42.2,40
L50389,L,300.3,309.2,,31.4,43
M18070,M,300.3,309.2,1364,47.6,45
L50391,L,300.3,309.2,1462,51.4,48
L50392,L,,309.2,1649,32.4,50
L50393,L,300.4,France,1752,29.0,52
H32628,H,,309.3,1396,51.2,54
M18075,M,300.5,309.4,2179,16.3,59
L50396,L,,309.5,1653,27.6,62
L50397,L,300.6,309.5,2025,17.588443579493386,64
L50398,L,300.6,France,1426,59.85146546876622,66
M18079,M,,309.6,1503,37.84257507104241,68
M18080,M,300.7,309.6,1525,36.5,71
L50401,L,300.6,309.6,1423,49.1,74
M18082,M,,309.7,1435,44.7,76
H32637,H,300.6,309.5,1495,36.5,79
M18084,M,300.6,309.5,1557,33.8,84
L50405,L,300.6,309.4,1474,40.7,87
L50406,L,300.5,309.3,1465,46.0,89
M18087,M,300.5,France,1589,34.9,91
L50408,L,300.5,309.3,1475,46.8,94
L50409,L,300.6,309.4,1442,,96
L50410,L,300.6,France,1556,36.0,98
L50411,L,300.7,France,1425,45.3,100
L50412,L,300.7,309.3,1580,,102
H32647,H,300.8,309.4,1474,40.7,104
L50414,L,300.8,309.4,1489,38.4,109
L50415,L,300.8,309.4,1946,20.5,111
M18096,M,300.8,309.4,1342,62.4,113
M18097,M,300.9,309.5,1758,26.8,error
M18098,M,300.9,309.4,1724,25.6,119
L50419,L,,France,,48.5,122
L50420,L,300.9,309.5,1612,,124
H32655,H,300.9,309.5,1469,43.4,126
L50422,L,,309.6,1384,42.4,131
L50423,L,301.0,309.6,1724,28.1,133
M18104,M,301.0,309.6,1397,48.0,135
M18105,M,301.0,309.6,1588,32.7,138
L50426,L,301.0,309.7,1468,42.0,141
M18107,M,301.0,309.8,1594,31.1,143
M18108,M,301.0,309.7,1511,39.3,
L50429,L,301.1,309.8,1493,38.9,149
H32664,H,301.2,309.8,1709,27.0,151
L50431,L,301.1,France,,36.1,156
L50432,L,301.1,309.7,1668,30.8,
L50433,L,,309.6,1502,48.9,160
M18114,M,301.0,309.7,1288,58.4,162
L50435,L,301.0,309.7,1491,42.9,165
L50436,L,301.1,309.8,1519,39.6,error
L50437,L,301.2,309.9,1984,19.7,169
L50438,L,301.2,309.9,1643,32.33804419028525,171
M18119,M,301.2,310.0,1625,31.6,173
M18120,M,301.3,310.0,2068,17.8,176
H32675,H,301.3,310.1,,39.7,179
L50442,L,301.3,310.1,1558,36.3,184
L50443,L,301.3,310.0,1344,54.8,error
H32678,H,,310.1,1455,44.1,188
L50445,L,301.3,310.1,1355,,193
L50446,L,301.3,310.1,1269,56.8,195
L50447,L,301.3,310.0,1550,41.5,197
M18128,M,301.3,310.1,1525,37.8,199
M18129,M,301.3,310.0,1696,32.4,202
L50450,L,,310.1,1937,21.8,205
M18131,M,301.4,310.0,1689,32.1,207
M18132,M,301.3,310.0,1593,30.8,210
M18133,M,301.3,309.9,1565,,213
L50454,L,,310.0,1665,31.4,0
H32689,H,301.3,310.0,,36.3,2
L50456,L,301.3,310.0,1438,,7
L50457,L,301.3,310.1,1531,41.6,9
L50458,L,301.3,310.0,,40.8,11
L50459,L,301.2,309.9,1382,52.4,13
M18140,M,301.2,309.9,1456,50.8,15
M18141,M,301.2,310.0,1445,45.6,18
L50462,L,301.2,309.9,1515,40.9,21
L50463,L,301.2,309.9,1449,45.5,23
H32698,H,301.2,309.9,1362,50.7,25
L50465,L,301.2,309.9,1687,,30
L50466,L,301.2,310.0,1618,37.6,32
M18147,M,301.2,310.1,1558,32.6,34
L50468,L,301.3,310.1,1662,31.0,
M18149,M,301.2,310.1,1295,56.6,39
L50470,L,301.2,310.2,1385,42.3,42
M18151,M,301.2,310.1,1479,45.5,44
L50472,L,301.3,310.3,1400,44.3,47
M18153,M,301.2,310.3,,54.5,49
L50474,L,301.1,310.2,1657,34.1,52
L50475,L,301.1,310.2,,43.4,54
M18156,M,301.2,France,1379,43.2,56
L50477,L,301.2,310.3,1548,38.6,59
L50478,L,301.2,310.3,1499,38.1,
L50479,L,301.3,310.5,1390,45.8,63
H32714,H,301.3,310.4,1538,38.4,
L50481,L,301.3,310.5,1365,47.7,70
L50482,L,301.3,310.5,1503,,72
L50483,L,301.2,310.4,1390,49.9,74
L50484,L,301.2,310.3,1497,45.7,
M18165,M,,310.4,1577,48.3,78
L50486,L,301.4,310.5,1432,54.3,81
M18167,M,301.4,310.5,1563,39.9,83
L50488,L,301.4,310.4,1433,43.4,86
L50489,L,301.3,310.4,1384,50.1,88
L50490,L,301.3,310.4,1346,46.7,90
L50491,L,,310.4,1459,44.7,92
L50492,L,,310.4,1639,28.9,error
L50493,L,,310.4,1737,31.9,96
L50494,L,301.4,310.5,1489,43.5,98
M18175,M,301.5,310.6,1492,43.0,100
M18176,M,301.4,310.5,1217,60.6,621.0
L50497,L,301.5,310.5,1636,28.7,106
L50498,L,301.4,310.4,1436,,108
L50499,L,301.4,310.4,1689,30.6,110
L50500,L,301.5,310.5,2289,16.4,112
L50501,L,301.5,310.6,1522,41.0,
L50502,L,301.5,310.5,1351,52.9,116
L50503,L,,310.5,,36.7,118
L50504,L,301.5,310.6,1578,34.1,120
L50505,L,,310.6,1587,33.7,
L50506,L,301.5,France,1962,20.2,124
M18187,M,301.5,310.6,2432,14.2,error
L50508,L,301.6,310.6,1418,43.9,129
L50509,L,301.6,310.7,,29.7,131
L50510,L,301.7,France,1385,50.7,133
L50511,L,301.7,310.8,1559,44.5,135
M18192,M,301.7,310.8,1671,,137
M18193,M,301.6,310.8,1343,49.5,140
M18194,M,301.6,310.8,1548,34.2,143
L50515,L,301.7,310.9,,31.2,146
L50516,L,301.6,310.8,1535,35.4,error
L50517,L,,310.8,1564,34.1,150
M18198,M,301.6,France,1510,,152
L50519,L,301.6,France,,45.2,155
M18200,M,301.5,310.8,1452,44.1,157
H32755,H,301.4,310.7,1329,52.0,160
L50522,L,301.5,France,1382,52.4,
M18203,M,301.5,310.8,1628,36.4,167
L50524,L,301.4,310.7,1706,27.9,170
L50525,L,301.3,310.7,,34.1,621.4
L50526,L,301.3,310.7,1761,24.3,174
L50527,L,301.3,310.6,1529,41.8,error
M18208,M,301.3,310.7,1532,40.7,178
L50529,L,301.4,310.7,1673,27.8,181
L50530,L,301.4,310.8,1285,62.6,183
L50531,L,301.4,310.8,1680,31.4,185
L50532,L,301.4,310.8,1610,34.6,187
L50533,L,301.6,310.9,1632,31.6,error
L50534,L,301.6,310.9,1559,,
L50535,L,,310.8,1367,49.0,193
L50536,L,301.6,310.8,1355,57.8,195
H32771,H,301.6,France,1414,51.7,197
L50538,L,301.5,310.6,1522,36.6,202
L50539,L,301.5,310.6,1525,41.9,204
