Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
L47571,L,297.6,308.6,1491,38.1,152
M15252,M,297.6,308.5,1490,43.4,154
M15253,M,297.5,308.4,1350,52.2,
L47574,L,297.5,308.4,1528,39.9,160
L47575,L,297.4,308.3,,,162
L47576,L,297.4,308.3,1490,42.6,
M15257,M,,308.3,1774,28.9,616.6
H29812,H,297.4,308.3,1502,43.6,error
L47579,L,297.4,308.4,1392,49.7,174
L47580,L,297.4,308.5,,16.9,176
L47581,L,297.5,308.5,1722,30.4,error
L47582,L,,308.6,1678,32.3,180
L47583,L,,308.6,1273,,182
L47584,L,297.3,308.6,1297,45.9,184
L47585,L,297.3,308.5,1350,57.6,
L47586,L,297.4,308.6,1439,51.9,617.2
M15267,M,297.4,308.5,1600,42.1,190
M15268,M,297.4,308.6,,44.4,193
L47589,L,297.4,308.6,1459,41.3,196
M15270,M,297.5,308.6,,44.9,198
L47591,L,297.5,308.7,1429,,201
L47592,L,297.5,308.6,1388,48.2,617.2
L47593,L,297.4,308.4,1573,34.5,205
L47594,L,297.4,308.4,1588,32.5,207
L47595,L,297.5,308.4,1511,42.8,209
L47596,L,297.4,308.5,,37.8,211
L47597,L,297.4,308.4,1394,48.318978339671844,213
L47598,L,297.4,308.4,2151,17.7,0
M15279,M,297.3,France,1501,38.2,2
